[2023-05-21 22:57:03,419][__main__][INFO] - Generating data using 20 threads across 2 keys.
[2023-05-21 22:58:29,698][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 4a4c0d0208cf0f1c412d0c736b8a399b in your message.).
[2023-05-21 23:00:21,526][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised Timeout: Request timed out: HTTPSConnectionPool(host='api.openai.com', port=443): Read timed out. (read timeout=60).
[2023-05-21 23:00:22,638][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 21c441f43be4ca1f313e37a116e32645 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:00:22,639][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 21c441f43be4ca1f313e37a116e32645 in your message.).
[2023-05-21 23:00:23,445][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID baa66c5fffc7168a26d0b3d751fcda02 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:00:23,445][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID baa66c5fffc7168a26d0b3d751fcda02 in your message.).
[2023-05-21 23:00:49,118][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID bdfe804d2da1f1dd0d45d6ac1def1801 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:00:49,119][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID bdfe804d2da1f1dd0d45d6ac1def1801 in your message.).
[2023-05-21 23:00:53,434][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised Timeout: Request timed out: HTTPSConnectionPool(host='api.openai.com', port=443): Read timed out. (read timeout=60).
[2023-05-21 23:00:54,630][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 4adcffe368843836d01da707e753aa92 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:00:54,630][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 2.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 4adcffe368843836d01da707e753aa92 in your message.).
[2023-05-21 23:02:17,194][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 5b7070e1658fb83491afe1bfdeef7739 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:02:17,194][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 5b7070e1658fb83491afe1bfdeef7739 in your message.).
[2023-05-21 23:03:01,923][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID c87cc54ccb81ecc855d76d7be727c355 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:03:01,924][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID c87cc54ccb81ecc855d76d7be727c355 in your message.).
[2023-05-21 23:03:38,177][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID d6dd4c9d257c3fe194517c277fc40a12 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:03:38,177][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID d6dd4c9d257c3fe194517c277fc40a12 in your message.).
[2023-05-21 23:03:45,014][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 5b69c5e410f0dc745a6844fc72588b6b in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:03:45,015][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 5b69c5e410f0dc745a6844fc72588b6b in your message.).
[2023-05-21 23:03:45,226][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 2155833ebc943faadda03477cf2ac6f2 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:03:45,227][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 2155833ebc943faadda03477cf2ac6f2 in your message.).
[2023-05-21 23:07:16,378][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID ad8296324d2830b4187591b042b7ba07 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:07:16,379][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID ad8296324d2830b4187591b042b7ba07 in your message.).
[2023-05-21 23:07:51,453][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 3e9962a66964754d44f0f4aa0aaa2640 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:07:51,454][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 3e9962a66964754d44f0f4aa0aaa2640 in your message.).
[2023-05-21 23:08:30,742][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 9d072f355f00934de0f687d220e6d479 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:08:30,743][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 9d072f355f00934de0f687d220e6d479 in your message.).
[2023-05-21 23:09:16,591][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID ad7f2daf4030d465dfa4ca09965b3c06 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:09:16,592][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID ad7f2daf4030d465dfa4ca09965b3c06 in your message.).
[2023-05-21 23:09:54,199][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID c5132075aef24162e1c2ce1870ac3c52 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:09:54,200][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID c5132075aef24162e1c2ce1870ac3c52 in your message.).
[2023-05-21 23:10:04,918][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised Timeout: Request timed out: HTTPSConnectionPool(host='api.openai.com', port=443): Read timed out. (read timeout=60).
[2023-05-21 23:10:35,758][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 350a83d531f51ec757c9647a12783455 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:10:35,758][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 350a83d531f51ec757c9647a12783455 in your message.).
[2023-05-21 23:10:37,427][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised Timeout: Request timed out: HTTPSConnectionPool(host='api.openai.com', port=443): Read timed out. (read timeout=60).
[2023-05-21 23:10:56,225][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID ebee37154f166e4b5ddc22d41642e98f in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:10:56,225][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID ebee37154f166e4b5ddc22d41642e98f in your message.).
[2023-05-21 23:11:37,597][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID c2ace09ffa10eaa132672e9387e188e2 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:11:37,598][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID c2ace09ffa10eaa132672e9387e188e2 in your message.).
[2023-05-21 23:12:18,587][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID eac4a3f7f6627be845f034b8f13433aa in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:12:18,588][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID eac4a3f7f6627be845f034b8f13433aa in your message.).
[2023-05-21 23:12:22,166][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 0ee57dfeed821db46a9b7a598970cc7b in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:12:22,167][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 0ee57dfeed821db46a9b7a598970cc7b in your message.).
[2023-05-21 23:13:02,792][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 792dc4f4a6489f89b4116160088739d8 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:13:02,792][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 792dc4f4a6489f89b4116160088739d8 in your message.).
[2023-05-21 23:13:03,078][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID c4db46e93b7add7f9b97d8b1e536a5e2 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-21 23:13:03,079][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID c4db46e93b7add7f9b97d8b1e536a5e2 in your message.).
[2023-05-21 23:14:36,475][__main__][INFO] - Execution time: 1053 (s)
