[2023-05-22 00:02:52,030][__main__][INFO] - Generating data using 20 threads across 2 keys.
[2023-05-22 00:06:03,070][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID b6843a34f6ba8d8566b95723b250ff83 in your message.).
[2023-05-22 00:06:39,430][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID fef7791c02bfb1cf6c72a7a760d1cff0 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:06:39,430][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID fef7791c02bfb1cf6c72a7a760d1cff0 in your message.).
[2023-05-22 00:07:31,894][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 6a8473e18c9e0c859954f2ebad57c1b6 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:07:31,895][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 6a8473e18c9e0c859954f2ebad57c1b6 in your message.).
[2023-05-22 00:08:39,369][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID bed41d45a371bc7dff08bda1d62273da in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:08:39,370][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID bed41d45a371bc7dff08bda1d62273da in your message.).
[2023-05-22 00:09:02,479][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID eedf505aff19db2a7b0b81fe3c433718 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:09:02,479][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID eedf505aff19db2a7b0b81fe3c433718 in your message.).
[2023-05-22 00:09:41,683][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 472e5291a1626f8fdfb5c59e06996368 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:09:41,683][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 472e5291a1626f8fdfb5c59e06996368 in your message.).
[2023-05-22 00:10:04,470][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 5109ba7af55fa14446e2462e31fd1c0f in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:10:04,471][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 5109ba7af55fa14446e2462e31fd1c0f in your message.).
[2023-05-22 00:10:39,301][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID e104f04bc2b1d25502fefe5d4e5aaa71 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:10:39,302][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID e104f04bc2b1d25502fefe5d4e5aaa71 in your message.).
[2023-05-22 00:11:16,271][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 9285239b5cf447b6e7d607240bdc47e8 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:11:16,271][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 9285239b5cf447b6e7d607240bdc47e8 in your message.).
[2023-05-22 00:11:43,257][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 92a33afcd0a1b90f653c0557711b875a in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:11:43,258][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 92a33afcd0a1b90f653c0557711b875a in your message.).
[2023-05-22 00:11:45,357][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 886f07a6eb44a94b0d25e72b8bf84ca4 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:11:45,357][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 886f07a6eb44a94b0d25e72b8bf84ca4 in your message.).
[2023-05-22 00:12:03,514][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID b685058bc8e341325385cab6969db123 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:12:03,515][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID b685058bc8e341325385cab6969db123 in your message.).
[2023-05-22 00:12:20,762][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID d3ba62dcc1f3ff75046d965c9fa67b2c in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:12:20,763][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID d3ba62dcc1f3ff75046d965c9fa67b2c in your message.).
[2023-05-22 00:12:47,487][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 5826ff07ede78f2a452cfcbb04aaa6c7 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:12:47,488][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID 5826ff07ede78f2a452cfcbb04aaa6c7 in your message.).
[2023-05-22 00:12:58,370][openai][INFO] - error_code=None error_message='That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID b120d0115878abadb3c35b90c029db09 in your message.)' error_param=None error_type=server_error message='OpenAI API error received' stream_error=False
[2023-05-22 00:12:58,371][langchain.chat_models.openai][WARNING] - Retrying langchain.chat_models.openai.ChatOpenAI.completion_with_retry.<locals>._completion_with_retry in 1.0 seconds as it raised RateLimitError: That model is currently overloaded with other requests. You can retry your request, or contact us through our help center at help.openai.com if the error persists. (Please include the request ID b120d0115878abadb3c35b90c029db09 in your message.).
[2023-05-22 00:13:48,427][__main__][INFO] - Execution time: 656 (s)
